customer_id,customer_name,email,registration_date,customer_type,region
122,Edward Lyons,yrodriguez@example.net,2023-08-15,PREMIUM,South
123,Valerie Lozano,khill@example.net,2025-08-21,VIP,North
124,Connor King,kimberly39@example.com,2026-05-01,REGULAR,West
125,Richard Johnson,courtneyberger@example.net,2025-01-28,PREMIUM,East
126,Curtis Buchanan,christopherphillips@example.net,2025-01-30,REGULAR,South
127,Gina Wilson,maria47@example.com,2023-11-05,REGULAR,West
128,Veronica Coffey,karenperez@example.net,2025-11-23,REGULAR,East
129,Jordan Chambers,christopher60@example.com,2026-05-21,VIP,West
130,Alexander Henson,brenda51@example.net,2025-11-30,VIP,East
131,Susan Turner,rose31@example.net,2025-04-06,REGULAR,East
132,Audrey Young DDS,taylorsophia@example.com,2025-03-06,PREMIUM,North
133,Jennifer Newton,vwatson@example.net,2024-03-08,PREMIUM,East
134,Trevor Johnson,fpena@example.net,2025-02-06,PREMIUM,West
135,Michael Stephens,scottsampson@example.com,2026-04-08,VIP,North
136,Samantha Davis,bruce43@example.org,2024-06-05,VIP,South
137,Christine Gallegos,williamsmatthew@example.org,2025-11-18,VIP,West
138,Charles Lester,@example.org,2023-07-16,VIP,South
139,Christopher Guerrero,michele22@example.net,2023-08-21,REGULAR,East
140,Alexis Baker,alexistyler@example.org,2024-01-24,VIP,North
141,Richard Palmer,vfox@example.org,2023-12-28,PREMIUM,East
142,Susan Hopkins,ngordon@example.org,2024-10-22,PREMIUM,West
143,Dr. Jessica Rodriguez DDS,bschneider@example.org,2025-05-31,VIP,South
144,Donald Schultz,lammarc@example.org,2025-11-09,VIP,West
145,Larry Garcia,oscar98@example.com,2026-07-06,REGULAR,East
146,Cindy Hayes,farrelldebra@example.net,2024-06-30,REGULAR,East
147,Brandon Simmons,dmorgan@example.com,2026-05-10,PREMIUM,East
148,Bradley Reynolds,nicholas27@example.org,2025-02-09,PREMIUM,South
149,Meagan Jenkins,angelawillis@example.net,2026-05-10,VIP,South
150,Lindsay Bell,uparrish@example.org,2025-12-25,PREMIUM,East
151,Justin Wilson,ericolson@example.org,2024-09-16,REGULAR,East
152,Maria Johnson,lindsaybruce@example.net,2026-04-28,REGULAR,South
153,Christopher Thomas,anthony44@example.com,2026-04-28,REGULAR,West
154,Anna Moreno,vjones@example.net,2025-02-15,REGULAR,West
155,Frederick Pugh,kchavez@example.com,2026-01-23,VIP,South
156,Brad Ramos,wareeric@example.net,2025-04-30,PREMIUM,West
157,Jose Reed,alawson@example.com,2023-12-31,REGULAR,North
158,Amber Foster,erika97@example.net,2026-01-28,REGULAR,West
159,Pamela Roberts,smithkevin@example.org,2024-01-14,VIP,West
160,Michael Mason,jimenezryan@example.org,2026-05-14,REGULAR,North
161,Blake Edwards,charles06@example.org,2025-05-08,PREMIUM,East
162,Alex Nguyen,amckinney@example.com,2026-02-26,PREMIUM,West
163,Brian Graham,xcollier@example.org,2025-03-25,VIP,West
164,Richard Jones,fosterkyle@example.com,2026-03-21,VIP,West
165,Tyler Brewer,schmidtjames@example.com,2024-02-26,REGULAR,East
166,Paige Rios,curtisscott@example.org,2024-04-12,VIP,West
167,Thomas Cunningham,kmarshall@example.net,2026-03-24,PREMIUM,West
168,Jeremy Turner,michelle52@example.com,2024-09-10,PREMIUM,South
169,Anthony Decker,bellcharles@example.com,2023-11-08,PREMIUM,North
170,Tiffany Stevenson,gilbertwilliam@example.com,2023-09-13,REGULAR,West
171,Larry Mason,kstout@example.net,2023-10-16,VIP,South
172,Matthew Williams,vgarcia@example.net,2025-05-22,PREMIUM,East
173,Thomas Hughes,nwarren@example.org,2024-12-18,PREMIUM,North
174,Justin Hughes,mccormickdeborah@example.org,2024-08-06,PREMIUM,West
175,Emily Douglas,mathewaguilar@example.org,2026-05-05,VIP,North
176,James Conner,tanderson@example.org,2024-01-26,VIP,West
177,Eric Bean,lucasrodney@example.com,2024-12-23,PREMIUM,East
178,Ryan Garcia,ilee@example.org,2025-10-27,PREMIUM,South
179,James Martin,stanleynancy@example.net,2026-06-22,PREMIUM,West
180,Cynthia Wallace,jenniferwilliams@example.com,2024-09-26,PREMIUM,East
181,Rachel Mckee,pyoung@example.com,2024-05-08,PREMIUM,South
182,Paula Shaw,erika97@example.com,2025-04-22,REGULAR,North
183,Amy Castillo,lisasolis@example.org,2025-02-07,VIP,North
184,Phillip Nelson,dawsonzachary@example.org,2025-09-16,PREMIUM,South
185,Stacey Arias,mariahdavis@example.org,2025-04-16,REGULAR,North
186,Jade Johnson DVM,sandersnathaniel@example.com,2026-04-16,PREMIUM,South
187,Kaitlyn Guerra,lacey20@example.com,2025-07-09,PREMIUM,West
188,Ruben Dunn,fgilbert@example.org,2026-02-11,PREMIUM,East
189,Anthony Barnes,srodriguez@example.org,2026-03-05,PREMIUM,North
190,Lynn Andrews,fbrown@example.net,2024-02-20,REGULAR,East
191,Chelsea Barnett,ruben95@example.org,2025-10-02,REGULAR,North
192,Katie Smith,carlos88@example.net,2025-07-11,REGULAR,South
193,Heather Jones,reidtina@example.com,2024-07-20,VIP,South
194,Harold Morgan,ingramjill@example.com,2026-04-05,PREMIUM,North
195,Clarence Taylor,mariacohen@example.net,2025-06-21,REGULAR,West
196,Emily Collins,carterbradley@example.org,2025-03-21,PREMIUM,South
197,Howard Norman,wking@example.net,2026-04-25,VIP,North
198,Stephanie Hughes,joshua56@example.com,2024-04-27,REGULAR,East
199,Bradley Coleman,xholt@example.net,2025-05-10,REGULAR,East
200,Edward Griffin,amymorris@example.org,2025-05-03,PREMIUM,West
201,Susan Mendez,hannahbell@example.org,2025-05-17,REGULAR,North
202,Heidi Owen,danielle01@example.net,2026-06-01,VIP,South
203,Jessica Martinez,stephaniethomas@example.net,2024-07-12,PREMIUM,North
204,Jerry Watson,michael90@example.net,2025-05-31,VIP,North
205,Donald Horne,berryalyssa@example.com,2023-08-21,PREMIUM,East
206,Reginald Padilla,victorhughes@example.net,2024-06-09,VIP,East
207,Benjamin Thompson,heather73@,2025-06-02,PREMIUM,North
208,Michelle Pierce,cochrantammy@example.com,2024-10-05,PREMIUM,West
209,William Conner,melissa25@example.net,2024-07-13,PREMIUM,South
210,Robert Arnold,jjohnson@example.net,2026-02-16,VIP,East
211,Kelly Hammond,jonesraymond@example.net,2025-12-21,VIP,West
212,Michael Cooper,martinezlogan@example.org,2025-11-14,VIP,East
213,Amy Martinez,katrinaanderson@example.net,2024-03-05,REGULAR,North
214,Kelly Campbell,fred53@example.com,2023-11-11,PREMIUM,South
215,Lisa Davis,james84@example.org,2026-04-02,VIP,West
216,Michelle Jacobs,brittanycarpenter@example.org,2025-12-03,PREMIUM,East
217,Patricia Baker,bryananthony@example.org,2024-06-03,REGULAR,East
218,Kimberly May,bmontgomery@example.com,2024-10-23,PREMIUM,East
219,Jesse Barker,zsanchez@example.net,2024-03-13,VIP,East
220,Charles Hensley,dperry@example.org,2024-11-19,VIP,South
221,Emma Owens,theresa25@example.net,2024-08-30,VIP,West
222,James Gilbert,gwright@example.org,2024-07-31,REGULAR,West
223,Phillip Jimenez,lisapeck@example.net,2025-09-18,PREMIUM,West
224,Tony Wagner,tjimenez@example.com,2024-07-19,REGULAR,East
225,Stephen Pena MD,brandywilliams@example.com,2025-10-22,VIP,South
226,Pamela Diaz,booneryan@example.com,2025-03-25,VIP,East
227,James Cole,hudsonjames@example.net,2025-11-12,VIP,East
228,Brent Brooks,marcia99@example.org,2024-12-19,VIP,East
229,Andrew Williams,kari39@example.net,2024-12-10,PREMIUM,East
230,Brenda Velazquez,jstone@example.net,2024-11-17,REGULAR,North
231,Katie Hicks,phillipjensen@example.com,2025-08-10,PREMIUM,North
232,Veronica Silva,thomas05@example.com,2026-06-14,VIP,South
233,Paula Lane,carlsonjoseph@example.net,2023-09-29,VIP,West
234,Sarah Hernandez,ojackson@example.net,2026-06-03,VIP,East
235,Jeremy Barnes,anthonyvaughan@example.org,2025-04-13,REGULAR,East
236,Nancy Brown,roberthampton@example.com,2024-02-11,REGULAR,East
237,Emily Thompson,@example.com,2025-10-17,REGULAR,East
238,David Grant,amy49@example.com,2024-06-25,REGULAR,East
239,Justin Michael,kellie37@example.com,2024-09-08,REGULAR,West
240,Tina Ballard,david86@example.com,2024-10-05,REGULAR,East
241,Mary Burgess,robertsjennifer@example.com,2024-06-08,PREMIUM,East
242,Breanna Gilbert,marianelson@example.net,2026-01-08,REGULAR,East
243,David Garcia,johnsantiago@example.net,2024-12-06,PREMIUM,North
244,Joshua Hickman,xgarcia@example.org,2025-04-04,PREMIUM,West
245,Matthew Velez,mwoods@example.com,2023-11-27,VIP,North
246,Carrie Khan,amandasharp@example.org,2024-04-10,VIP,East
247,Paul Brennan,osbornrandy@example.com,2024-10-03,REGULAR,North
248,Frances Gibson,smithashley@example.org,2026-04-03,PREMIUM,South
249,Corey Rodriguez,ismall@example.net,2024-03-20,PREMIUM,West
250,George Phillips,twong@example.org,2026-05-24,PREMIUM,West
251,Kaylee Miller,gregorychase@example.com,2026-05-16,VIP,North
252,Adriana Reyes,lopezdonald@example.com,2025-06-04,VIP,North
253,Deborah Ward,stephanie49@example.net,2024-07-13,REGULAR,South
254,Jonathan Jacobson,contrerassteven@example.org,2026-07-08,REGULAR,South
255,Tyler Mendoza,hannah45@example.net,2025-06-17,VIP,North
256,Samantha Gill,robert87@example.net,2026-06-02,PREMIUM,West
257,Justin Brown,foxallison@example.com,2025-11-08,PREMIUM,East
258,Jessica Frazier,ashleyhernandez@example.com,2026-01-02,PREMIUM,East
259,Jody Palmer,gdavis@example.com,2025-06-20,PREMIUM,North
260,Jennifer Velasquez,hansenemily@example.com,2024-06-14,PREMIUM,South
261,Amy Shannon,williamsmelvin@example.org,2025-07-14,VIP,South
262,Veronica Brewer,mitchellhector@example.org,2025-04-25,PREMIUM,South
263,Michael Stanley,victoria67@example.com,2025-10-26,REGULAR,East
264,Jenna Anderson DVM,desireebailey@example.org,2023-07-17,VIP,East
265,Kim Morrow,goodsteven@example.net,2024-07-30,PREMIUM,East
266,Molly Rodriguez,rreed@example.org,2026-05-02,PREMIUM,West
267,Brian Johnson,bmendez@example.org,2026-01-25,VIP,North
268,Daniel Shields,sanchezbradley@example.com,2023-10-07,VIP,East
269,Laura Barton,williamroberts@example.net,2024-11-21,REGULAR,North
270,Jennifer Hill,kevinthomas@example.net,2025-11-22,VIP,North
271,Gregory Schneider,conniesimmons@example.com,2025-02-23,VIP,East
272,Paul Wells,heather62@example.com,2024-06-26,REGULAR,West
273,Tracy Grant,meredith27@example.org,2024-02-05,PREMIUM,East
274,Tammy Boone,nsanchez@example.com,2023-12-02,VIP,West
275,Shelly Lopez,brettbennett@example.net,2026-01-09,PREMIUM,North
276,Terry Lewis,timothybooth@example.com,2024-05-02,PREMIUM,East
277,Michele Sanders,burgesskaren@example.org,2024-07-17,REGULAR,South
278,Elizabeth Ward,kimberly67@example.net,2025-08-22,VIP,West
279,Erica Harris,ugarcia@example.com,2024-11-09,PREMIUM,North
280,Dean Donovan,owilliams@example.net,2025-12-27,PREMIUM,East
281,Kelly Sanchez,mphillips@example.com,2025-11-13,PREMIUM,North
282,Robert Jackson,jonathan77@example.com,2025-11-07,VIP,West
283,Kelly Combs,iwhite@example.net,2023-11-04,REGULAR,East
284,Michael Smith,duranrobert@example.net,2025-09-04,PREMIUM,West
285,Lisa Webb,nbrooks@example.net,2025-08-07,REGULAR,East
286,Nathan Nichols,smithandrea@example.org,2024-09-29,PREMIUM,West
287,Susan Rodriguez,shawheidi@example.com,2023-12-08,PREMIUM,North
288,Debra Sanders,johnharvey@example.com,2025-02-10,VIP,South
289,Michael Abbott,pstevens@example.net,2026-04-22,PREMIUM,North
290,Mark Warner,davisnicholas@example.net,2023-11-17,REGULAR,South
291,Shannon Davis,pbruce@example.com,2025-10-09,REGULAR,West
292,Karen Williams,hallrachel@example.net,2023-11-04,VIP,South
293,Emily Ali,rachel90@example.org,2026-01-08,VIP,East
294,Elizabeth Elliott,karenmarquez@example.com,2025-12-08,PREMIUM,West
295,Patrick Gibbs,irhodes@example.com,2026-06-16,PREMIUM,South
296,David Jones,masonterri@example.org,2026-02-06,REGULAR,West
297,Rachel Hayes,unovak@example.org,2024-06-30,VIP,South
298,Mary Miller,angela66@example.org,2026-02-26,PREMIUM,West
299,Michael Walters,lauren11@example.com,2025-03-08,VIP,East
300,Philip Garcia,michael10@example.com,2023-11-24,PREMIUM,East
301,Alexander Gomez,ryanhawkins@example.net,2023-12-03,VIP,West
302,Bradley Santana,michelle04@example.com,2024-07-23,PREMIUM,West
303,Johnny Brown,ginajackson@example.com,2025-05-17,VIP,West
304,David Weber,robert71@example.com,2026-01-19,PREMIUM,South
305,Evelyn Oliver,stephentaylor@example.org,2024-12-04,REGULAR,West
306,Frank Valentine,pcook@example.net,2024-05-19,PREMIUM,North
307,Michael Henry,zedwards@example.com,2025-12-22,PREMIUM,West
308,Timothy Gonzalez,markramirez@example.com,2025-11-05,VIP,South
309,Michael Gonzales,erinpierce@example.net,2024-10-06,REGULAR,South
310,Brenda Turner,fuenteslaura@example.com,2024-08-07,VIP,East
311,Kyle Aguilar,jennifermccormick@example.org,2025-10-19,PREMIUM,North
312,Robin Wheeler,ystephens@example.com,2023-11-21,PREMIUM,North
313,Lonnie Hart,mackdiane@example.com,2026-04-09,PREMIUM,South
314,Brett Walker,vrasmussen@example.com,2025-09-24,PREMIUM,East
315,Kathryn Cooper,seanmyers@example.net,2023-08-19,PREMIUM,North
316,Todd Thomas,agarcia@example.org,2024-11-07,VIP,West
317,Brent Bowen,stanley38@example.com,2025-06-13,VIP,West
318,Maria Byrd,carlos01@example.org,2024-03-23,REGULAR,North
319,Tina Hall,zacharyarnold@example.com,2025-04-01,VIP,East
320,Lucas Gonzalez,jacobsandoval@example.com,2026-01-16,VIP,North
321,Paul Stokes,tprice@example.org,2023-10-17,REGULAR,North
322,Jim Baker,lloydamanda@example.com,2025-08-10,VIP,East
323,Harold Ellis,candice96@example.net,2024-04-05,REGULAR,East
324,Bruce Torres,samantha91@example.net,2024-04-21,PREMIUM,East
325,Laura Henderson,heather86@example.com,2025-08-06,REGULAR,South
326,Ryan Harvey,angelaburns@example.org,2025-01-19,VIP,South
327,Kathy Simpson,washingtonjames@example.com,2026-06-09,REGULAR,West
328,Keith Flynn,cperry@example.com,2024-06-18,REGULAR,West
329,Jim Newton,antonio38@example.com,2025-08-19,REGULAR,South
330,Holly Carson,armstrongjoseph@example.net,2023-09-14,PREMIUM,West
331,Martha Wright,bpayne@example.org,2023-08-31,REGULAR,West
332,Autumn Cain,fbaker@example.com,2024-06-02,VIP,South
333,Rachel Li,michelle96@example.org,2023-10-12,PREMIUM,East
334,Michael Roberts,amanda98@example.org,2024-08-30,PREMIUM,East
335,Wendy Camacho,taylorkaren@example.com,2024-01-25,PREMIUM,South
336,Megan Burns,johndawson@example.org,2025-12-24,PREMIUM,North
337,Sheryl Davis,courtney67@example.org,2025-09-19,VIP,East
338,Aaron Schroeder,heather57@example.com,2023-12-03,VIP,East
339,Rebecca Sanders,sreid@example.com,2025-05-09,VIP,West
340,Kenneth Knight,troymorris@example.com,2025-08-03,VIP,North
341,Sara Smith,patricia00@example.org,2024-03-13,VIP,West
342,Susan Khan MD,bbryant@example.org,2024-09-09,PREMIUM,South
343,Mariah Williams,penajohn@example.com,2026-03-09,PREMIUM,South
344,Brandon Lewis,jessica36@example.net,2023-11-10,VIP,East
345,Michael Montoya,brittneystone@example.com,2025-04-28,VIP,South
346,Ashley Edwards,timperez@example.org,2024-10-18,VIP,North
347,Megan Jones,patrickli@example.org,2025-12-03,PREMIUM,North
348,Lori Hernandez,bishopfrank@example.com,2025-04-11,VIP,South
349,Bryce Blair,fheath@example.org,2025-01-08,PREMIUM,East
350,Bradley Tran,iedwards@example.org,2026-01-29,REGULAR,South
351,Katrina Adkins,kimberly04@example.org,2024-10-13,VIP,East
352,Brian Porter MD,bowerslaura@example.org,2025-10-09,PREMIUM,South
353,Ryan Fisher,hatfieldsarah@example.org,2025-11-06,PREMIUM,East
354,Austin Baker,kathrynbest@example.org,2023-09-11,PREMIUM,North
355,Kathryn Perry,fryraymond@example.com,2026-07-06,REGULAR,South
356,Diamond Collins,imiller@example.net,2025-09-13,REGULAR,West
357,Mark Davenport,terrimoore@example.com,2026-06-03,VIP,East
358,Brandon Hamilton,collinssamuel@example.org,2025-06-15,PREMIUM,North
359,Adam Taylor,parkerjudith@example.net,2023-07-29,REGULAR,West
360,Michelle Jackson,tylerreed@example.net,2024-01-25,VIP,East
361,Denise Brown,jessica10@example.com,2025-12-23,VIP,East
362,Mr. Jacob Scott Jr.,crawfordwilliam@example.org,2025-12-19,REGULAR,West
363,Alexandria Williams,perezwilliam@example.org,2025-01-27,VIP,East
364,Suzanne Yang,lmora@example.org,2025-04-23,REGULAR,North
365,Roger Duncan,marcbutler@example.net,2024-01-13,PREMIUM,East
366,Andrea Marshall,whitelinda@example.org,2024-09-22,REGULAR,South
367,Eddie Mueller,mark87@example.org,2026-03-05,REGULAR,East
368,Dr. Morgan Payne PhD,stevenvargas@example.com,2024-03-01,REGULAR,North
369,Ryan Wiley,randolphandrew@example.net,2024-12-13,VIP,South
370,Ashley Moreno,blakenicholas@example.net,2024-07-15,PREMIUM,West
371,Anna Morse,dvasquez@example.org,2025-09-26,VIP,South
372,Angela Davis,xhaynes@example.com,2024-02-04,VIP,North
373,Victor Young,kjones@example.org,2024-08-20,VIP,West
374,David Harding,sara65@example.com,2024-02-08,PREMIUM,North
375,Bryan Howard,moorefrank@example.com,2024-05-29,REGULAR,West
376,Robert Torres,qparker@example.org,2026-07-10,REGULAR,East
377,David Kelly,lewismelissa@example.org,2025-09-16,VIP,East
378,Jared Chavez,byrdjorge@example.org,2025-11-12,VIP,East
379,Antonio Norman,codygarcia@example.org,2024-06-21,PREMIUM,South
380,Maria Aguilar,jamesmorales@example.net,2024-08-17,PREMIUM,North
381,Carl Stein,johnsoncaleb@example.net,2024-12-08,VIP,North
382,Jessica Ramsey,williamssteven@example.org,2025-08-20,PREMIUM,South
383,Cody Ramirez,reyesronald@example.com,2024-02-27,VIP,South
384,Jason Pierce,mendezchristina@example.net,2023-10-14,VIP,South
385,Rebecca Wright,ramirezderrick@example.org,2025-11-02,REGULAR,East
386,Richard Cooper,mayokimberly@example.com,2025-12-06,VIP,North
387,Alyssa Cochran,paul20@example.com,2024-09-20,REGULAR,South
388,Yvonne Dickson,stokesthomas@example.com,2023-12-14,REGULAR,North
389,Zachary Robinson,dianeadams@example.net,2025-03-06,REGULAR,South
390,Renee Wolfe,savannah22example.org,2026-01-15,VIP,East
391,Kristine Lopez,warnermichael@,2025-08-14,REGULAR,South
392,Daniel Fox,gregory01@example.org,2023-07-13,VIP,North
393,Tamara Richard,samantha32@example.com,2024-11-25,PREMIUM,West
394,Sarah Valencia,johnsonbrenda@example.org,2023-11-01,VIP,North
395,Frank Daugherty,janet69@example.org,2025-05-20,REGULAR,North
396,Melissa Mcfarland,lbanks@example.net,2025-01-16,VIP,East
397,Michael Anderson,elizabetholsen@example.com,2023-07-14,REGULAR,North
398,Lance Mccall,xrosales@example.net,2026-02-15,PREMIUM,West
399,Patrick Young,daniellegarcia@example.com,2024-11-19,PREMIUM,West
400,Monica Rogers,daisymccarty@example.net,2023-07-29,REGULAR,East
